tweet_id,favorites,retweets
806620845233815552,0,6035
806576416489959424,5169,2099
806542213899489280,10901,2584
806242860592926720,0,12764
806219024703037440,6856,1305
805958939288408065,0,5884
805932879469572096,8823,2090
805826884734976000,7024,2004
805823200554876929,0,8796
805520635690676224,6124,1800
805487436403003392,9355,2774
805207613751304193,8327,1864
804738756058218496,14650,4206
804475857670639616,6553,2201
804413760345620481,0,3528
804026241225523202,47626,17756
803773340896923648,10726,3033
803692223237865472,0,8139
803638050916102144,11714,4520
803380650405482500,8277,2029
803321560782307329,0,5808
803276597545603072,10711,2697
802952499103731712,9648,2201
802624713319034886,0,3202
802600418706604034,7603,1610
802572683846291456,9543,2737
802323869084381190,17333,6376
802265048156610565,7044,1494
802239329049477120,9683,2850
802185808107208704,0,290
801958328846974976,8239,1868
801854953262350336,1878,256
801538201127157760,8753,2243
801285448605831168,6466,915
801167903437357056,26182,6504
801127390143516673,0,4344
801115127852503040,8628,2286
800859414831898624,736,105
800855607700029440,0,1778
800751577355128832,11219,3038
800513324630806528,14038,3293
800459316964663297,10109,2359
800443802682937345,0,4723
800388270626521089,11901,3075
800188575492947969,0,4314
800141422401830912,16361,2809
800018252395122689,30334,14418
799774291445383169,0,5126
799757965289017345,8987,2368
799422933579902976,8597,2097
799308762079035393,0,6040
799297110730567681,10592,3031
799063482566066176,8630,2697
798933969379225600,14060,4902
798925684722855936,7953,1565
798705661114773508,0,7220
798701998996647937,0,8545
798697898615730177,0,7128
798694562394996736,0,5434
798686750113755136,0,2537
798682547630837760,0,5168
798673117451325440,0,6062
798665375516884993,0,4258
798644042770751489,0,2028
798628517273620480,0,2152
798585098161549313,0,6250
798576900688019456,0,6399
798340744599797760,0,3676
798209839306514432,11085,2800
797971864723324932,12449,3441
797545162159308800,15497,5317
797236660651966464,21341,7257
797165961484890113,246,29
796904159865868288,0,9713
796865951799083009,8193,2087
796759840936919040,12677,3353
796563435802726400,0,7989
796484825502875648,8098,1929
796387464403357696,11757,4566
796177847564038144,0,15693
796149749086875649,34571,15693
796125600683540480,5282,1954
796116448414461957,9724,2652
796080075804475393,9037,2538
796031486298386433,11552,4025
795464331001561088,53233,26089
795400264262053889,10797,3145
795076730285391872,17360,5950
794983741416415232,0,3690
794926597468000259,10996,2523
794355576146903043,0,11260
794332329137291264,10242,2904
794205286408003585,9840,3628
793962221541933056,17976,5353
793845145112371200,9845,2056
793614319594401792,0,3418
793601777308463104,8519,1789
793500921481273345,11431,2605
793286476301799424,26296,10083
793271401113350145,9242,2593
793256262322548741,21365,9144
793241302385262592,11238,3588
793226087023144960,10510,3132
793210959003287553,9541,3079
793195938047070209,16329,6162
793180763617361921,7406,2183
793165685325201412,10052,3041
793150605191548928,6601,1869
793135492858580992,6921,2733
793120401413079041,13570,4280
792913359805018113,15318,4396
792883833364439040,12088,4684
792773781206999040,7846,1837
792394556390137856,14378,4694
792050063153438720,7663,1975
791821351946420224,0,23004
791784077045166082,0,10537
791780927877898241,0,4167
791774931465953280,48272,24320
791672322847637504,12576,3418
791406955684368384,14012,4503
791312159183634433,9397,2781
791026214425268224,0,4499
790987426131050500,10563,2339
790946055508652032,17738,5139
790723298204217344,0,2534
790698755171364864,8752,2086
790581949425475584,22080,7869
790337589677002753,8352,2043
790277117346975746,13407,3485
790227638568808452,0,3909
789986466051088384,9872,2534
789960241177853952,0,4527
789903600034189313,11108,4513
789628658055020548,8029,1949
789599242079838210,7232,2118
789530877013393408,12562,3690
789314372632018944,9199,2520
789280767834746880,0,5408
789268448748703744,9745,2823
789137962068021249,10368,3059
788908386943430656,29278,13538
788765914992902144,29293,11260
788552643979468800,0,7870
788412144018661376,16653,5792
788178268662984705,7716,2310
788150585577050112,6563,1426
788070120937619456,0,3737
788039637453406209,6558,1447
787810552592695296,9263,3341
787717603741622272,10902,3037
787397959788929025,11583,3099
787322443945877504,8321,1908
787111942498508800,0,7345
786963064373534720,28378,8714
786729988674449408,0,2638
786709082849828864,19391,6655
786664955043049472,11375,2794
786595970293370880,10042,3381
786363235746385920,11638,3821
786286427768250368,8491,3120
786233965241827333,16328,5214
786051337297522688,1537,169
786036967502913536,0,7716
785927819176054784,12114,3456
785872687017132033,7123,1991
785639753186217984,8334,2419
785533386513321988,9711,2187
785515384317313025,6507,1370
785264754247995392,7751,1782
785170936622350336,12901,5302
784826020293709826,10807,3528
784517518371221505,9561,2770
784431430411685888,6066,1396
784183165795655680,21449,8796
784057939640352768,31854,12146
783839966405230592,32036,11787
783821107061198850,7841,2132
783695101801398276,11130,3515
783466772167098368,9007,2456
783391753726550016,17965,6001
783347506784731136,0,6100
783334639985389568,31126,12764
783085703974514689,8659,2420
782969140009107456,25700,8017
782747134529531904,7946,1519
782722598790725632,18408,5884
782598640137187329,8280,2040
782305867769217024,17754,6068
782021823840026624,0,6801
781955203444699136,11830,3663
781661882474196992,11108,2951
781655249211752448,4263,1220
781524693396357120,22084,6035
781308096455073793,7580,2770
781251288990355457,8977,2286
781163403222056960,10396,2978
780931614150983680,23027,7989
780858289093574656,7657,2179
780800785462489090,5849,1414
780601303617732608,12865,3629
780543529827336192,6711,1885
780496263422808064,0,4037
780476555013349377,0,126
780459368902959104,5625,1163
780192070812196864,9257,2433
780092040432480260,0,2506
780074436359819264,13022,5424
779834332596887552,20182,7716
779377524342161408,9381,3384
779124354206535695,0,20029
779123168116150273,12548,3963
779056095788752897,15724,4918
778990705243029504,21280,7895
778774459159379968,0,10848
778764940568104960,912,399
778748913645780993,7331,1445
778650543019483137,6127,1623
778624900596654080,4935,1096
778408200802557953,14512,4722
778396591732486144,0,13303
778383385161035776,6211,1203
778286810187399168,11049,3588
778039087836069888,8998,2860
778027034220126208,6956,1761
777953400541634568,0,3828
777885040357281792,6761,1782
777684233540206592,11921,3202
777641927919427584,0,4618
777621514455814149,9311,2706
777189768882946048,15227,4698
776819012571455488,0,14932
776813020089548800,5177,1317
776477788987613185,9388,3033
776249906839351296,0,9924
776218204058357768,31884,17334
776201521193218049,10190,2734
776113305656188928,12466,4723
776088319444877312,1939,165
775898661951791106,0,17825
775842724423557120,12437,2901
775733305207554048,14699,4344
775729183532220416,13722,4959
775364825476165632,7875,3225
775350846108426240,10775,4233
775085132600442880,16497,5126
774757898236878852,9071,1919
774639387460112384,7124,1874
774314403806253056,23103,6040
773985732834758656,11384,4199
773922284943896577,6781,1874
773704687002451968,6996,1762
773670353721753600,5634,1402
773547596996571136,23437,6681
773336787167145985,0,5520
773308824254029826,24656,8093
773247561583001600,9987,3487
773191612633579521,10587,4449
772877495989305348,9094,4196
772826264096874500,8470,2527
772615324260794368,0,3650
772581559778025472,6863,1827
772193107915964416,6372,1497
772152991789019136,4001,1212
772117678702071809,3981,796
772114945936949249,2878,511
772102971039580160,4242,1005
771908950375665664,6969,2049
771770456517009408,12712,3676
771500966810099713,8776,2842
771380798096281600,11143,5520
771171053431250945,0,8180
771136648247640064,9718,3178
771102124360998913,6608,1554
771014301343748096,7277,1794
771004394259247104,0,236
770787852854652928,5243,1318
770772759874076672,5494,1528
770655142660169732,7754,1884
770414278348247044,6661,2233
770293558247038976,6605,1608
770093767776997377,0,3281
770069151037685760,8038,2488
769940425801170949,33295,10441
769695466921623552,6762,1790
769335591808995329,0,8314
769212283578875904,5710,1851
768970937022709760,15252,7073
768909767477751808,0,2913
768855141948723200,4438,960
768609597686943744,4351,1310
768596291618299904,5306,1380
768554158521745409,0,6297
768473857036525572,14446,3707
768193404517830656,11535,3828
767884188863397888,5027,1516
767754930266464257,16954,5808
767500508068192258,7914,2520
767191397493538821,12980,4111
767122157629476866,10717,3074
766864461642756096,0,6101
766793450729734144,5364,1467
766714921925144576,2758,419
766693177336135680,4259,854
766423258543644672,6366,1726
766313316352462849,7175,2030
766078092750233600,0,2808
766069199026450432,4519,928
766008592277377025,3963,532
765719909049503744,7656,2320
765669560888528897,5495,1316
765395769549590528,27963,3669
765371061932261376,7504,2331
765222098633691136,12292,3650
764857477905154048,6794,1910
764259802650378240,6394,1635
763956972077010945,784,58
763837565564780549,13320,4499
763183847194451968,5709,1586
763167063695355904,0,3251
763103485927849985,7781,2460
762699858130116608,12857,3909
762471784394268675,11917,6986
762464539388485633,10890,4527
762316489655476224,5093,1215
762035686371364864,33805,16828
761976711479193600,5702,2178
761750502866649088,0,4238
761745352076779520,4490,927
761672994376806400,52382,31297
761599872357261312,4364,1267
761371037149827077,0,19357
761334018830917632,5491,1563
761292947749015552,4713,1183
761227390836215808,5607,1676
761004547850530816,11948,3737
760893934457552897,4034,1051
760656994973933572,6971,2074
760641137271070720,5229,1390
760539183865880579,8004,3910
760521673607086080,4466,1507
760290219849637889,28332,12373
760252756032651264,4156,932
760190180481531904,6017,1947
760153949710192640,0,34
759943073749200896,6265,2251
759923798737051648,15498,6101
759846353224826880,7088,2136
759793422261743616,6292,2045
759566828574212096,0,22736
759557299618865152,4959,1264
759447681597108224,8957,2638
759446261539934208,1760,522
759197388317847553,6380,2097
759159934323924993,0,1247
759099523532779520,15324,4492
759047813560868866,6868,2175
758854675097526272,3744,961
758828659922702336,11783,4128
758740312047005698,6045,1728
758474966123810816,4031,1069
758467244762497024,5071,2397
758405701903519748,5486,2078
758355060040593408,3621,1167
758099635764359168,20243,10848
758041019896193024,2856,403
757741869644341248,7266,3501
757729163776290825,0,8719
757725642876129280,4786,1308
757611664640446465,4803,1201
757597904299253760,0,314
757596066325864448,4587,1139
757400162377592832,15969,7356
757393109802180609,6146,1881
757354760399941633,4759,1531
756998049151549440,6612,2132
756939218950160384,7013,2163
756651752796094464,5336,1406
756526248105566208,10964,3885
756303284449767430,4160,1163
756288534030475264,45144,18792
756275833623502848,6774,1635
755955933503782912,7729,3107
755206590534418437,17350,5792
755110668769038337,22369,11917
754874841593970688,0,8602
754856583969079297,7242,2716
754747087846248448,2709,560
754482103782404096,5583,2096
754449512966619136,3946,789
754120377874386944,8253,2513
753655901052166144,6152,2332
753420520834629632,8355,3832
753398408988139520,6084,2065
753375668877008896,8034,2506
753298634498793472,0,6184
753294487569522689,3570,1119
753039830821511168,39102,22508
753026973505581056,4099,1049
752932432744185856,13304,7345
752917284578922496,7260,1692
752701944171524096,0,3108
752682090207055872,6292,1723
752660715232722944,4637,1693
752568224206688256,5809,2455
752519690950500352,7758,3703
752334515931054080,4015,1182
752309394570878976,0,17942
752173152931807232,6260,1981
751950017322246144,3233,999
751937170840121344,5483,1445
751830394383790080,6105,2103
751793661361422336,6174,3124
751598357617971201,8308,3266
751583847268179968,4631,1193
751538714308972544,5302,1356
751456908746354688,3367,1073
751251247299190784,13140,6302
751205363882532864,6634,1965
751132876104687617,5338,1397
750868782890057730,5021,1484
750719632563142656,13888,5408
750506206503038976,4670,1233
750429297815552001,13858,4618
750383411068534784,4785,1220
750381685133418496,726,30
750147208377409536,3260,1032
750132105863102464,3818,1366
750117059602808832,4559,1392
750101899009982464,3190,903
750086836815486976,2284,583
750071704093859840,8267,3581
750056684286914561,3299,957
750041628174217216,3337,664
750026558547456000,2847,842
750011400160841729,3408,972
749996283729883136,3193,867
749981277374128128,5364,2623
749774190421639168,4886,1404
749417653287129088,6403,1780
749403093750648834,2757,582
749395845976588288,9042,3712
749317047558017024,5755,2368
749075273010798592,6044,2217
749064354620928000,5028,1622
749036806121881602,3257,838
748977405889503236,11263,3639
748932637671223296,6133,2417
748705597323898880,2902,1014
748699167502000129,4964,1708
748692773788876800,4445,1422
748575535303884801,6364,2122
748568946752774144,2288,718
748346686624440324,5487,1327
748337862848962560,8062,4400
748324050481647620,3880,819
748307329658011649,3843,760
748220828303695873,14840,8339
747963614829678593,6060,2290
747933425676525569,6939,2723
747885874273214464,3092,1050
747844099428986880,2948,801
747816857231626240,5080,1242
747651430853525504,1446,165
747648653817413632,13516,6242
747600769478692864,2432,586
747594051852075008,3872,1122
747512671126323200,5811,1693
747461612269887489,4045,1098
747439450712596480,5685,2058
747242308580548608,0,3074
747219827526344708,5530,1687
747204161125646336,3535,982
747103485104099331,10033,4255
746906459439529985,3020,315
746872823977771008,6281,2294
746818907684614144,5559,1842
746790600704425984,5108,1696
746757706116112384,10025,4167
746726898085036033,6322,1913
746542875601690625,5276,1994
746521445350707200,0,1048
746507379341139972,4856,1150
746369468511756288,6461,1752
746131877086527488,7237,2350
746056683365994496,3713,868
745789745784041472,4216,1136
745712589599014916,7313,2474
745433870967832576,7419,2703
745422732645535745,8977,2588
745314880350101504,7513,2958
745074613265149952,8203,3761
745057283344719872,7558,2424
744995568523612160,3108,660
744971049620602880,8246,2874
744709971296780288,5845,1664
744334592493166593,7073,2276
744234799360020481,163901,83356
744223424764059648,1762,395
743980027717509120,4353,1156
743895849529389061,3813,1017
743835915802583040,0,2217
743609206067040256,4681,1470
743595368194129920,19299,7004
743545585370791937,3682,993
743510151680958465,8272,3938
743253157753532416,4421,1299
743222593470234624,6476,2026
743210557239623680,4017,1454
742534281772302336,7366,3780
742528092657332225,4624,2122
742465774154047488,7592,4141
742423170473463808,10276,4037
742385895052087300,7115,2116
742161199639494656,4536,1464
742150209887731712,5362,1658
741793263812808706,4766,1603
741743634094141440,8543,2939
741438259667034112,3835,886
741303864243200000,9159,3444
741099773336379392,10480,5905
741067306818797568,9870,3281
740995100998766593,6689,2947
740711788199743490,3556,992
740699697422163968,2959,829
740676976021798912,18968,7220
740373189193256964,36372,14141
740365076218183684,2586,462
740359016048689152,3443,909
740214038584557568,6991,2091
739979191639244800,20845,6297
739932936087216128,4232,1146
739844404073074688,3961,908
739623569819336705,3972,1447
739606147276148736,5607,1759
739544079319588864,41440,22736
739485634323156992,7497,3126
739238157791694849,121088,61722
738891149612572673,112,6
738885046782832640,3933,1212
738883359779196928,3474,859
738537504001953792,5318,1659
738402415918125056,3391,892
738184450748633089,4493,1283
738166403467907072,9182,3610
738156290900254721,2640,696
737826014890496000,5499,1867
737800304142471168,10427,3677
737678689543020544,5259,1415
737445876994609152,10730,4740
737322739594330112,3764,859
737310737551491075,15316,7881
736736130620620800,4492,1840
736392552031657984,18523,7870
736365877722001409,4161,1326
736225175608430592,8483,2933
736010884653420544,8228,3157
735991953473572864,3749,1222
735648611367784448,4177,1169
735635087207878657,6441,2490
735274964362878976,13566,5390
735256018284875776,3484,941
735137028879360001,3260,1028
734912297295085568,2849,547
734787690684657664,13091,6679
734776360183431168,2616,578
734559631394082816,1560,418
733828123016450049,3739,823
733822306246479872,3817,1067
