tweet_id,favorites,retweets
733482008106668032,3279,1005
733460102733135873,4382,1357
733109485275860992,51344,17825
732732193018155009,2541,566
732726085725589504,3676,935
732585889486888962,3835,818
732375214819057664,8432,2679
732005617171337216,15560,5789
731285275100512256,3630,1042
731156023742988288,3995,1349
730924654643314689,6383,2099
730573383004487680,5122,2284
730427201120833536,3608,1106
730211855403241472,3988,1120
730196704625098752,5092,2038
729854734790754305,4204,1196
729838605770891264,1775,408
729823566028484608,4150,1314
729463711119904772,6041,2451
729113531270991872,1961,348
728986383096946689,3284,865
728760639972315136,4867,1808
728751179681943552,2887,717
728653952833728512,3443,1099
728409960103686147,5108,2120
728387165835677696,3819,1015
728046963732717569,4479,1247
728035342121635841,4736,1766
728015554473250816,4261,1161
727685679342333952,3045,669
727644517743104000,6139,1851
727524757080539137,4651,1290
727314416056803329,3465,796
727286334147182592,3167,865
727175381690781696,4030,1459
727155742655025152,3795,1401
726935089318363137,7162,2595
726887082820554753,3994,1594
726828223124897792,3697,1062
726224900189511680,4590,1216
725842289046749185,7341,2808
725786712245440512,4330,1436
725729321944506368,5396,1884
725458796924002305,1464,657
724983749226668032,3865,1377
724771698126512129,2468,678
724405726123311104,5509,1743
724049859469295616,4493,1867
724046343203856385,2769,593
724004602748780546,4354,1665
723912936180330496,4056,1296
723688335806480385,8007,3157
723673163800948736,3146,941
723179728551723008,5499,1984
722974582966214656,4270,1660
722613351520608256,5163,1730
721503162398597120,4839,1978
721001180231503872,2627,652
720785406564900865,3239,813
720775346191278080,2577,714
720415127506415616,4294,1584
720389942216527872,6654,2660
720340705894408192,2978,1032
720059472081784833,4044,1189
720043174954147842,5103,2121
719991154352222208,5018,1847
719704490224398336,4739,1530
719551379208073216,5255,2035
719367763014393856,2905,782
719339463458033665,4587,1321
719332531645071360,3548,1007
718971898235854848,3627,1158
718939241951195136,5447,1865
718631497683582976,19643,8545
718613305783398402,2535,508
718540630683709445,2579,1071
718460005985447936,2802,556
718454725339934721,5059,1594
718246886998687744,2009,528
718234618122661888,4035,1064
717841801130979328,2547,625
717790033953034240,3001,1193
717537687239008257,5980,1942
717428917016076293,1674,479
717421804990701568,3269,888
717047459982213120,6520,2021
717009362452090881,3401,1029
716802964044845056,4451,1246
716791146589110272,6226,1517
716730379797970944,1282,454
716447146686459905,13626,6241
716439118184652801,2462,223
716285507865542656,2889,1147
716080869887381504,6992,2030
715928423106027520,3315,923
715758151270801409,3877,1506
715733265223708672,4856,1786
715704790270025728,2901,599
715696743237730304,4055,1357
715680795826982913,4499,1714
715360349751484417,5685,1664
715342466308784130,3151,721
715220193576927233,2511,692
715200624753819648,5327,1994
715009755312439296,4331,1311
714982300363173890,3908,1093
714962719905021952,7660,4521
714957620017307648,4303,1501
714631576617938945,3398,1061
714606013974974464,3774,977
714485234495041536,2825,1223
714258258790387713,3141,757
714251586676113411,3395,886
714214115368108032,2362,929
714141408463036416,4482,1486
713919462244790272,3412,819
713909862279876608,1992,571
713900603437621249,2955,780
713761197720473600,5080,1457
713411074226274305,4588,1369
713177543487135744,7496,2994
713175907180089344,4636,1539
712809025985978368,19341,7128
712717840512598017,12866,5291
712668654853337088,4322,1285
712438159032893441,5543,1658
712309440758808576,254,25
712097430750289920,3950,1098
712092745624633345,3062,947
712085617388212225,3383,509
712065007010385924,2352,662
711998809858043904,0,132
711968124745228288,8389,2446
711743778164514816,2958,1040
711732680602345472,9255,4368
711694788429553666,34198,19357
711652651650457602,4027,975
711363825979756544,3808,1200
711306686208872448,3448,773
711008018775851008,3119,651
710997087345876993,4741,1468
710844581445812225,2658,732
710833117892898816,2802,569
710658690886586372,2403,597
710609963652087808,4986,2491
710588934686908417,4735,1986
710296729921429505,2467,781
710283270106132480,2225,545
710272297844797440,4719,1330
710269109699739648,2492,1194
710153181850935296,3034,946
710140971284037632,2881,941
710117014656950272,5730,2112
709918798883774466,3107,1127
709901256215666688,703,105
709852847387627521,3654,1265
709566166965075968,3687,1274
709556954897764353,3433,1125
709519240576036864,1549,253
709449600415961088,2320,612
709409458133323776,2722,732
709225125749587968,2507,606
709207347839836162,13125,6189
709198395643068416,2516,676
709179584944730112,2095,710
709158332880297985,2125,446
709042156699303936,4954,1738
708853462201716736,1864,695
708845821941387268,3107,950
708834316713893888,1765,535
708810915978854401,17198,7360
708738143638450176,2859,864
708711088997666817,2660,766
708479650088034305,2657,713
708469915515297792,3217,867
708400866336894977,16685,10730
708356463048204288,3762,1412
708349470027751425,2448,781
708149363256774660,4456,1631
708130923141795840,3525,887
708119489313951744,2793,1039
708109389455101952,2015,575
708026248782585858,4551,2028
707995814724026368,3265,1189
707983188426153984,51,2
707969809498152960,2813,1027
707776935007539200,3423,1003
707741517457260545,2604,647
707738799544082433,4279,2626
707693576495472641,3587,1063
707629649552134146,2689,935
707610948723478529,17690,6801
707420581654872064,2374,731
707411934438625280,2382,631
707387676719185920,3652,1377
707377100785885184,3424,1145
707315916783140866,2580,679
707297311098011648,2886,841
707059547140169728,2694,716
707038192327901184,2286,843
707021089608753152,4248,1450
707014260413456384,2406,629
706904523814649856,15223,8314
706901761596989440,2151,636
706681918348251136,3468,1024
706644897839910912,2689,1159
706593038911545345,2247,666
706538006853918722,3601,1495
706516534877929472,3229,1097
706346369204748288,3599,976
706310011488698368,22326,8465
706291001778950144,1775,496
706265994973601792,2855,975
706169069255446529,4074,2359
706166467411222528,5369,1707
706153300320784384,1547,407
705975130514706432,3235,781
705970349788291072,3277,943
705898680587526145,2475,591
705786532653883392,2032,556
705591895322394625,3309,1221
705475953783398401,3085,976
705442520700944385,4641,1741
705428427625635840,3984,1791
705239209544720384,3123,792
705223444686888960,2687,856
705102439679201280,2242,539
705066031337840642,2265,638
704871453724954624,4446,1176
704859558691414016,2352,580
704847917308362754,5326,1629
704819833553219584,2750,1056
704761120771465216,6912,3074
704499785726889984,3062,1061
704491224099647488,796,84
704480331685040129,3541,1120
704364645503647744,8378,3769
704347321748819968,1660,367
704134088924532736,1576,496
704113298707505153,1935,593
704054845121142784,3045,965
703774238772166656,1916,493
703769065844768768,3431,1204
703631701117943808,2708,727
703611486317502464,4025,1603
703425003149250560,3962,1457
703407252292673536,2561,737
703382836347330562,3662,1200
703356393781329922,1999,409
703268521220972544,2054,577
703079050210877440,7730,3295
703041949650034688,27552,13303
702932127499816960,2701,763
702899151802126337,1682,480
702684942141153280,3366,1149
702671118226825216,2300,598
702598099714314240,12734,3638
702539513671897089,2998,1012
702332542343577600,3335,1653
702321140488925184,3430,1096
702276748847800320,2578,812
702217446468493312,5011,1419
701981390485725185,3602,1053
701952816642965504,3986,1082
701889187134500865,3701,1458
701805642395348998,3586,1797
701601587219795968,2182,484
701570477911896070,2939,989
701545186879471618,2777,651
701214700881756160,12756,5434
700890391244103680,2313,609
700864154249383937,2705,651
700847567345688576,2537,529
700796979434098688,2541,1014
700747788515020802,23863,9924
700518061187723268,2757,850
700505138482569216,2381,602
700462010979500032,4324,1909
700167517596164096,2762,791
700151421916807169,2337,705
700143752053182464,7862,2913
700062718104104960,2760,739
700029284593901568,2159,620
700002074055016451,3461,1426
699801817392291840,3197,1016
699788877217865730,2339,528
699779630832685056,2889,1319
699775878809702401,2044,641
699691744225525762,10708,4882
699446877801091073,6205,2773
699434518667751424,2262,537
699423671849451520,1434,349
699413908797464576,2163,652
699370870310113280,1965,463
699323444782047232,3306,916
699088579889332224,2337,667
699079609774645248,2560,695
699072405256409088,3142,1261
699060279947165696,3951,1917
699036661657767936,2721,1268
698989035503689728,3527,1043
698953797952008193,2823,958
698907974262222848,2649,660
698710712454139905,2583,724
698703483621523456,1517,402
698635131305795584,1346,361
698549713696649216,2427,655
698355670425473025,1953,480
698342080612007937,2365,1005
698262614669991936,4961,2133
698195409219559425,17514,6322
698178924120031232,2927,787
697995514407682048,1602,354
697990423684476929,3434,1374
697943111201378304,2503,727
697881462549430272,3149,1264
697630435728322560,1826,572
697616773278015490,3303,1073
697596423848730625,3165,1337
697575480820686848,2135,529
697516214579523584,2173,1200
697482927769255936,2525,712
697463031882764288,3560,1463
697270446429966336,4884,1977
697259378236399616,3431,1053
697255105972801536,3150,1229
697242256848379904,2629,707
696900204696625153,3332,1085
696894894812565505,2440,713
696886256886657024,5063,1905
696877980375769088,2548,753
696754882863349760,1543,377
696744641916489729,2159,992
696713835009417216,2478,682
696518437233913856,4072,1802
696490539101908992,1273,154
696488710901260288,2653,1093
696405997980676096,3352,1210
696100768806522880,2022,705
695816827381944320,3146,1238
695794761660297217,3331,829
695767669421768709,1958,791
695629776980148225,4768,2225
695446424020918272,4562,1924
695409464418041856,9038,3797
695314793360662529,3800,1557
695095422348574720,2755,654
695074328191332352,2973,1176
695064344191721472,1679,637
695051054296211456,2783,836
694925794720792577,2817,970
694905863685980160,2881,989
694669722378485760,37365,15360
694356675654983680,1574,305
694352839993344000,2133,660
694342028726001664,1650,515
694329668942569472,2096,532
694206574471057408,4373,2157
694183373896572928,3080,986
694001791655137281,3550,1093
693993230313091072,1958,429
693942351086120961,1809,390
693647888581312512,2823,626
693644216740769793,1405,134
693642232151285760,2652,440
693629975228977152,2560,847
693622659251335168,1618,390
693590843962331137,5293,2097
693582294167244802,1718,270
693486665285931008,1862,669
693280720173801472,3518,1314
693267061318012928,2498,866
693262851218264065,2333,531
693231807727280129,2996,778
693155686491000832,8243,3395
693109034023534592,1800,652
693095443459342336,1959,490
692919143163629568,2788,793
692905862751522816,2554,929
692901601640583168,1869,644
692894228850999298,2383,860
692828166163931137,3019,934
692752401762250755,7148,3859
692568918515392513,4552,1631
692535307825213440,3347,1441
692530551048294401,1933,441
692423280028966913,1545,243
692417313023332352,9760,3695
692187005137076224,2641,868
692158366030913536,2249,844
692142790915014657,1718,416
692041934689402880,3559,1352
692017291282812928,2995,1010
691820333922455552,4137,1760
691793053716221953,8480,4466
691756958957883396,3023,1088
691675652215414786,2035,537
691483041324204033,2481,598
691459709405118465,4248,1224
691444869282295808,2778,895
691416866452082688,20198,8139
691321916024623104,2690,702
691096613310316544,3091,938
691090071332753408,1790,357
690989312272396288,6171,3045
690959652130045952,3760,1336
690938899477221376,4315,2113
690932576555528194,3435,1086
690735892932222976,3950,1356
690728923253055490,2269,550
690690673629138944,2432,849
690649993829576704,1367,296
690607260360429569,304,17
690597161306841088,2051,639
690400367696297985,1958,480
690374419777196032,3414,913
690360449368465409,2762,948
690348396616552449,1574,548
690248561355657216,1754,438
690021994562220032,2919,1101
690015576308211712,2628,788
690005060500217858,3838,1794
689999384604450816,1494,396
689993469801164801,1532,481
689977555533848577,1433,475
689905486972461056,2539,735
689877686181715968,3168,1257
689835978131935233,2258,799
689661964914655233,3352,988
689659372465688576,10828,4120
689623661272240129,2334,682
689599056876867584,12159,5887
689557536375177216,2141,489
689517482558820352,3555,1523
689289219123089408,2360,996
689283819090870273,3440,1175
689280876073582592,2085,756
689275259254616065,1213,260
689255633275777024,2675,1153
689154315265683456,3211,1068
689143371370250240,2115,545
688916208532455424,2862,926
688908934925697024,2211,823
688898160958271489,2203,841
688894073864884227,2339,738
688828561667567616,1447,397
688804835492233216,1007,206
688789766343622656,2323,704
688547210804498433,2737,745
688519176466644993,2421,780
688385280030670848,9708,4734
688211956440801280,2331,882
688179443353796608,2210,620
688116655151435777,2956,829
688064179421470721,1809,381
687841446767013888,5724,2689
687826841265172480,2853,1196
687818504314159109,2620,1009
687807801670897665,2505,745
687732144991551489,1846,699
687704180304273409,2551,885
687664829264453632,2026,541
687494652870668288,1992,610
687480748861947905,1668,258
687476254459715584,2067,564
687460506001633280,2145,576
687399393394311168,1979,664
687317306314240000,21001,9713
687312378585812992,4560,2020
687127927494963200,5715,2436
687124485711986689,2266,533
687109925361856513,6081,2619
687102708889812993,2445,1051
687096057537363968,2349,644
686947101016735744,9018,3380
686760001961103360,3682,1462
686749460672679938,3632,1551
686730991906516992,4340,1276
686683045143953408,2939,853
686618349602762752,3863,1451
686606069955735556,1981,580
686394059078897668,1826,720
686386521809772549,3408,934
686377065986265092,2320,599
686358356425093120,2304,724
686286779679375361,4189,1772
686050296934563840,2308,776
686035780142297088,1211,129
686034024800862208,3263,1239
686007916130873345,2599,449
686003207160610816,1910,677
685973236358713344,2209,558
685943807276412928,1704,640
685906723014619143,7868,3100
685681090388975616,2127,134
685667379192414208,2449,608
685663452032069632,3406,1561
685641971164143616,3073,831
685547936038666240,34504,16705
685532292383666176,3183,1228
685325112850124800,9919,4238
685321586178670592,2767,684
685315239903100929,3504,1149
685307451701334016,2166,467
685268753634967552,3235,1282
685198997565345792,2435,706
685169283572338688,4285,1511
684969860808454144,2473,402
684959798585110529,7124,3333
684940049151070208,3368,1110
684926975086034944,3665,496
684914660081053696,3670,1559
684902183876321280,1967,566
684880619965411328,2206,871
684830982659280897,36632,23004
684800227459624960,2837,1060
684594889858887680,9343,3763
684588130326986752,4308,1495
684567543613382656,3146,1309
684538444857667585,2769,1014
684481074559381504,4053,1242
684460069371654144,2075,590
684241637099323392,8526,3521
684225744407494656,1291,227
684222868335505415,4011,1465
684200372118904832,2262,1096
684195085588783105,2007,552
684188786104872960,3643,1252
684177701129875456,2111,717
684147889187209216,3115,1592
684122891630342144,2088,503
684097758874210310,4295,1532
683857920510050305,3981,1189
683852578183077888,2017,372
683849932751646720,2743,1043
683834909291606017,2742,1184
683828599284170753,2926,1128
683773439333797890,3498,1445
683742671509258241,6799,3541
683515932363329536,7705,3108
683498322573824003,3321,1024
683481228088049664,2761,1061
683462770029932544,2540,712
683449695444799489,4072,1716
683391852557561860,7966,2537
683357973142474752,3071,998
683142553609318400,3020,1110
683111407806746624,3554,972
683098815881154561,2268,704
683078886620553216,2075,600
683030066213818368,2254,776
682962037429899265,38656,17766
682808988178739200,1854,193
682788441537560576,2582,1188
682750546109968385,1589,463
682697186228989953,1371,381
682662431982772225,3184,1151
682638830361513985,2150,644
682429480204398592,3590,1243
682406705142087680,7940,1878
682393905736888321,2345,728
682389078323662849,1738,496
682303737705140231,3218,1066
682259524040966145,4359,1289
682242692827447297,3404,1257
682088079302213632,19125,10537
682059653698686977,5186,1796
682047327939461121,3351,1028
682032003584274432,6883,2144
682003177596559360,3293,1636
681981167097122816,2917,1097
681891461017812993,2574,879
681694085539872773,13357,4314
681679526984871937,1843,479
681654059175129088,2754,987
681610798867845120,1995,504
681579835668455424,3704,1384
681523177663676416,14967,6184
681340665377193984,1716,297
681339448655802368,9718,4332
681320187870711809,2769,805
681302363064414209,4117,1948
681297372102656000,3342,1018
681281657291280384,3362,1173
681261549936340994,1517,291
681242418453299201,1562,573
681231109724700672,2505,515
681193455364796417,3878,1582
680970795137544192,2539,710
680959110691590145,4757,2131
680940246314430465,3365,1124
680934982542561280,2166,467
680913438424612864,2496,659
680889648562991104,1840,388
680836378243002368,3613,1415
680805554198020098,2261,705
680801747103793152,2470,878
680798457301471234,2985,1111
680609293079592961,2755,756
680583894916304897,3790,1433
680497766108381184,4424,2030
680494726643068929,1791,510
680473011644985345,2661,794
680440374763077632,1518,536
680221482581123072,1519,306
680206703334408192,2969,1254
680191257256136705,2238,537
680176173301628928,4066,1668
680161097740095489,2425,782
680145970311643136,3780,1860
680130881361686529,2385,1013
680115823365742593,2828,965
680100725817409536,3723,1453
680085611152338944,13355,9509
680070545539371008,2687,934
679877062409191424,2056,686
679872969355714560,2276,709
679862121895714818,2562,663
679854723806179328,2992,1310
679844490799091713,2477,812
679828447187857408,37816,14932
679777920601223168,3211,1187
679736210798047232,2179,843
679729593985699840,2258,871
679722016581222400,1731,497
679530280114372609,4967,2203
679527802031484928,2760,768
679511351870550016,3512,1349
679503373272485890,3280,1567
679475951516934144,2182,681
679462823135686656,33067,20029
679405845277462528,2473,1276
679158373988876288,22360,8602
679148763231985668,2882,1096
679132435750195208,3083,1232
679111216690831360,6199,2716
679062614270468097,17770,8719
679047485189439488,2342,721
679001094530465792,2938,1310
678991772295516161,2419,1251
678969228704284672,1711,489
678800283649069056,2683,957
678798276842360832,3614,1259
678774928607469569,2908,972
678767140346941444,3677,1452
678764513869611008,1703,504
678755239630127104,7416,3511
678740035362037760,3910,1801
678708137298427904,5787,2572
678675843183484930,2987,1570
678643457146150913,2138,448
678446151570427904,4155,1662
678424312106393600,5625,2689
678410210315247616,4401,1933
678399652199309312,82235,33667
678396796259975168,1656,444
678389028614488064,1943,444
678380236862578688,2533,964
678341075375947776,1796,569
678334497360859136,1351,275
678278586130948096,11901,6430
678255464182861824,1644,394
678023323247357953,2003,406
678021115718029313,14287,6749
677961670166224897,3544,1781
677918531514703872,1400,433
677895101218201600,5012,2226
677716515794329600,3166,1022
677700003327029250,3514,1528
677698403548192770,1272,336
677687604918272002,2569,892
677673981332312066,3461,1581
677662372920729601,2022,1025
677644091929329666,1935,840
677573743309385728,2222,765
677565715327688705,1339,483
677557565589463040,2527,1228
677547928504967168,7177,3844
677530072887205888,1114,239
677335745548390400,3143,1885
677334615166730240,1404,310
677331501395156992,1134,248
677328882937298944,3763,1579
677314812125323265,1697,566
677301033169788928,1283,433
677269281705472000,2070,743
677228873407442944,3666,1728
677187300187611136,2819,975
676975532580409345,2872,1129
676957860086095872,2290,850
676949632774234114,1346,420
676948236477857792,2246,918
676946864479084545,1766,398
676942428000112642,2141,798
676936541936185344,13135,5168
676916996760600576,3061,1891
676897532954456065,2331,761
676864501615042560,2170,746
676821958043033607,23835,16445
676819651066732545,1863,699
676811746707918848,1458,445
676776431406465024,5159,2105
676617503762681856,2995,1033
676613908052996102,1124,206
676606785097199616,1941,459
676603393314578432,1204,405
676593408224403456,4720,2268
676590572941893632,945,133
676588346097852417,2404,840
676582956622721024,1245,291
676575501977128964,2676,1178
676533798876651520,1939,583
676496375194980353,1564,560
676470639084101634,11967,4902
676440007570247681,1774,695
676430933382295552,1441,362
676263575653122048,2139,578
676237365392908289,1264,308
676219687039057920,77170,32499
676215927814406144,1791,613
676191832485810177,2348,1078
676146341966438401,1980,700
676121918416756736,2218,1216
676101918813499392,2899,1214
676098748976615425,3095,1511
676089483918516224,1356,451
675898130735476737,1677,598
675891555769696257,2192,908
675888385639251968,2445,1004
675878199931371520,4289,1459
675870721063669760,1686,599
675853064436391936,2766,1358
675849018447167488,968,156
675845657354215424,2348,930
675822767435051008,1566,559
675820929667219457,1080,240
675798442703122432,10527,3540
675781562965868544,1663,495
675740360753160193,1201,363
675710890956750848,1940,864
675707330206547968,2035,727
675706639471788032,663,102
675534494439489536,1868,436
675531475945709568,1216,404
675522403582218240,1070,298
675517828909424640,1334,477
675501075957489664,17584,6062
675497103322386432,3223,1354
675489971617296384,1339,623
675483430902214656,1895,1018
675432746517426176,1564,594
675372240448454658,1739,531
675362609739206656,1078,238
675354435921575936,33661,17942
675349384339542016,4013,2352
675334060156301312,2852,1349
675166823650848770,3705,1680
675153376133427200,6443,2725
675149409102012420,3833,1754
675147105808306176,966,251
675146535592706048,1224,327
675145476954566656,2189,941
675135153782571009,1327,513
675113801096802304,1995,815
675111688094527488,986,264
675109292475830276,2870,1181
675047298674663426,1088,342
675015141583413248,2782,1249
675006312288268288,1009,236
675003128568291329,1593,490
674999807681908736,2297,1143
674805413498527744,880,368
674800520222154752,3071,892
674793399141146624,2560,1133
674790488185167872,1132,260
674788554665512960,829,218
674781762103414784,2045,1253
674774481756377088,1149,494
674767892831932416,1866,820
674764817387900928,800,247
674754018082705410,1393,466
674752233200820224,1492,484
674743008475090944,1435,576
674742531037511680,499,53
674739953134403584,1135,410
674737130913071104,661,96
674690135443775488,1173,484
674670581682434048,1644,677
674664755118911488,945,264
674646392044941312,1466,518
674644256330530816,1051,277
674638615994089473,1718,602
674632714662858753,1535,599
674606911342424069,957,102
674468880899788800,6354,2133
674447403907457024,1087,368
674436901579923456,1136,408
674422304705744896,1464,556
674416750885273600,698,146
674410619106390016,1225,482
674394782723014656,1528,595
674372068062928900,865,322
674330906434379776,573,76
674318007229923329,1444,532
674307341513269249,11556,7203
674291837063053312,15025,6100
674271431610523648,1598,754
674269164442398721,919,232
674265582246694913,1675,878
674262580978937856,1328,468
674255168825880576,1495,575
674082852460433408,770,176
674075285688614912,995,298
674063288070742018,6483,2287
674053186244734976,3387,1343
674051556661161984,1471,499
674045139690631169,1443,658
674042553264685056,735,132
674038233588723717,1125,425
674036086168010753,862,221
674024893172875264,1817,1267
674019345211760640,1154,309
674014384960745472,1590,668
674008982932058114,1218,366
673956914389192708,1983,998
673919437611909120,1188,378
673906403526995968,3242,1667
673887867907739649,947,257
673716320723169284,3126,784
673715861853720576,3604,2155
673711475735838725,1055,304
673709992831262724,862,284
673708611235921920,1093,299
673707060090052608,1110,404
673705679337693185,1276,411
673700254269775872,1459,591
673697980713705472,3865,2015
673689733134946305,1764,667
673688752737402881,1282,506
673686845050527744,1465,451
673680198160809984,1392,481
673662677122719744,1274,370
673656262056419329,727,248
673636718965334016,1129,371
673612854080196609,1614,741
673583129559498752,1211,378
673580926094458881,849,275
673576835670777856,1408,577
673363615379013632,1039,312
673359818736984064,1479,689
673355879178194945,1512,597
673352124999274496,1678,550
673350198937153538,755,218
673345638550134785,2562,1316
673343217010679808,985,278
673342308415348736,1294,603
673320132811366400,13681,8180
673317986296586240,882,266
673295268553605120,7634,3251
673270968295534593,1080,378
673240798075449344,1437,751
673213039743795200,2287,870
673148804208660480,1716,649
672997845381865473,1998,739
672995267319328768,974,307
672988786805112832,994,301
672984142909456390,1267,558
672980819271634944,1839,1031
672975131468300288,1708,938
672970152493887488,958,365
672968025906282496,1330,559
672964561327235073,1436,657
672902681409806336,1386,518
672898206762672129,914,432
672884426393653248,1574,852
672877615439593473,1046,380
672834301050937345,1330,584
672828477930868736,1268,505
672640509974827008,984,329
672622327801233409,1312,507
672614745925664768,1236,599
672609152938721280,1129,398
672604026190569472,1129,409
672594978741354496,1344,622
672591762242805761,963,342
672591271085670400,743,189
672538107540070400,1044,376
672523490734551040,649,175
672488522314567680,1127,450
672482722825261057,1151,620
672481316919734272,725,128
672475084225949696,1449,716
672466075045466113,1369,552
672272411274932228,6539,3477
672267570918129665,1524,629
672264251789176834,1155,346
672256522047614977,2847,1595
672254177670729728,1451,761
672248013293752320,1743,625
672245253877968896,698,162
672239279297454080,908,329
672231046314901505,1858,1041
672222792075620352,794,216
672205392827572224,2286,1184
672169685991993344,1034,377
672160042234327040,882,366
672139350159835138,1769,733
672125275208069120,2437,1168
672095186491711488,1009,375
672082170312290304,953,375
672068090318987265,1306,526
671896809300709376,8576,4258
671891728106971137,1346,585
671882082306625538,3505,1409
671879137494245376,1441,700
671874878652489728,1261,571
671866342182637568,1134,514
671855973984772097,916,457
671789708968640512,7139,3575
671768281401958400,1209,539
671763349865160704,1706,946
671744970634719232,1361,789
671743150407421952,750,237
671735591348891648,1472,776
671729906628341761,8612,4458
671561002136281088,12978,7398
671550332464455680,928,212
671547767500775424,1364,611
671544874165002241,2010,1072
671542985629241344,1102,577
671538301157904385,938,404
671536543010570240,1194,420
671533943490011136,1032,591
671528761649688577,851,265
671520732782923777,1417,538
671518598289059840,966,298
671511350426865664,1630,741
671504605491109889,7121,3625
671497587707535361,928,454
671488513339211776,1024,479
671486386088865792,584,209
671485057807351808,768,236
671390180817915904,1439,749
671362598324076544,1124,300
671357843010908160,405,150
671355857343524864,485,116
671347597085433856,966,439
671186162933985280,746,218
671182547775299584,1141,352
671166507850801152,886,360
671163268581498880,1683,1134
671159727754231808,377,84
671154572044468225,723,225
671151324042559489,680,158
671147085991960577,683,231
671141549288370177,1179,670
671138694582165504,941,414
671134062904504320,759,199
671122204919246848,3541,2583
671115716440031232,1379,793
671109016219725825,1159,450
670995969505435648,1117,299
670842764863651840,24879,8936
670840546554966016,602,198
670838202509447168,1129,711
670833812859932673,454,128
670832455012716544,744,224
670826280409919488,5621,4150
670823764196741120,788,197
670822709593571328,620,99
670815497391357952,3209,1574
670811965569282048,1144,275
670807719151067136,1171,501
670804601705242624,1991,981
670803562457407488,347,88
670797304698376195,744,243
670792680469889025,839,285
670789397210615808,671,246
670786190031921152,609,205
670783437142401025,832,405
670782429121134593,1589,791
670780561024270336,792,296
670778058496974848,329,74
670764103623966721,1086,432
670755717859713024,447,114
670733412878163972,976,524
670727704916926465,833,369
670717338665226240,1223,507
670704688707301377,774,380
670691627984359425,597,249
670679630144274432,757,290
670676092097810432,252,44
670668383499735048,10843,5160
670474236058800128,1548,778
670468609693655041,357,86
670465786746662913,978,564
670452855871037440,555,213
670449342516494336,1206,683
670444955656130560,6799,2028
670442337873600512,648,202
670435821946826752,1066,529
670434127938719744,1423,661
670433248821026816,330,115
670428280563085312,1401,646
670427002554466305,524,167
670421925039075328,1326,649
670420569653809152,634,322
670417414769758208,575,325
670411370698022913,2047,921
670408998013820928,562,230
670403879788544000,439,161
670385711116361728,567,217
670374371102445568,754,277
670361874861563904,331,69
670338931251150849,429,113
670319130621435904,3905,1247
670303360680108032,431,139
670290420111441920,714,293
670093938074779648,1039,343
670086499208155136,707,260
670079681849372674,2245,1272
670073503555706880,1593,809
670069087419133954,634,249
670061506722140161,775,350
670055038660800512,678,338
670046952931721218,652,181
670040295598354432,767,115
670037189829525505,595,285
670003130994700288,337,95
669993076832759809,328,86
669972011175813120,451,166
669970042633789440,305,62
669942763794931712,511,168
669926384437997569,380,106
669923323644657664,237,58
669753178989142016,823,411
669749430875258880,270,67
669684865554620416,525,91
669683899023405056,392,113
669682095984410625,355,136
669680153564442624,679,296
669661792646373376,812,450
669625907762618368,3573,1854
669603084620980224,956,370
669597912108789760,518,154
669583744538451968,1510,946
669573570759163904,441,144
669571471778410496,1607,1040
669567591774625800,239,58
669564461267722241,390,128
669393256313184256,372,79
669375718304980992,1355,750
669371483794317312,505,185
669367896104181761,472,162
669363888236994561,631,235
669359674819481600,374,127
669354382627049472,2744,1299
669353438988365824,652,266
669351434509529089,445,192
669328503091937280,1026,425
669327207240699904,583,119
669324657376567296,503,213
669216679721873412,1203,413
669214165781868544,444,171
669203728096960512,1014,489
669037058363662336,664,321
669015743032369152,753,381
669006782128353280,584,257
669000397445533696,21121,6510
668994913074286592,446,236
668992363537309700,750,355
668989615043424256,688,335
668988183816871936,902,481
668986018524233728,563,172
668981893510119424,543,316
668979806671884288,802,356
668975677807423489,1324,594
668967877119254528,148,25
668960084974809088,712,244
668955713004314625,284,73
668932921458302977,267,59
668902994700836864,321,103
668892474547511297,399,154
668872652652679168,533,307
668852170888998912,458,171
668826086256599040,441,141
668815180734689280,579,278
668779399630725120,711,379
668655139528511488,541,222
668645506898350081,904,545
668643542311546881,891,541
668641109086707712,1089,549
668636665813057536,1055,500
668633411083464705,2850,1685
668631377374486528,727,325
668627278264475648,322,118
668625577880875008,393,138
668623201287675904,1448,790
668620235289837568,205,44
668614819948453888,619,321
668587383441514497,1685,1099
668567822092664832,248,57
668544745690562560,525,232
668542336805281792,467,220
668537837512433665,254,77
668528771708952576,465,232
668507509523615744,330,111
668496999348633600,419,135
668484198282485761,433,240
668480044826800133,467,152
668466899341221888,890,526
668297328638447616,626,302
668291999406125056,248,32
668286279830867968,508,141
668274247790391296,832,235
668268907921326080,561,243
668256321989451776,1318,631
668248472370458624,1004,500
668237644992782336,6271,2903
668226093875376128,303,105
668221241640230912,514,202
668204964695683073,557,200
668190681446379520,660,199
668171859951755264,499,201
668154635664932864,502,322
668142349051129856,572,290
668113020489474048,671,247
667937095915278337,1277,804
667924896115245057,305,113
667915453470232577,209,57
667911425562669056,494,309
667902449697558528,858,381
667886921285246976,1901,1112
667885044254572545,826,498
667878741721415682,394,122
667873844930215936,631,414
667866724293877760,3023,1048
667861340749471744,244,78
667832474953625600,291,63
667806454573760512,1062,503
667801013445750784,329,97
667793409583771648,705,335
667782464991965184,408,246
667773195014021121,237,57
667766675769573376,445,220
667728196545200128,378,152
667724302356258817,485,323
